id,coordinate:x,y,z,direction:x,y,z,upward:x,y,z,I_C,min_distance,pruned_length
0,87.53893794187357,27.524826047947997,29.11558392441423,-1.0856695615797358,0.5255444513444321,-0.6551217443828734,-0.0,0.0,1.0,0.8858751770317453,32.35992697381057,278
0,87.24449191127246,29.25540487171018,28.175448193327153,-0.6632270413122023,-0.2451453735239288,-0.6384910620315711,-0.6632716614283847,-0.24516186623964584,0.7070829954736038,1.1395607413748086,32.07521936648412,277
0,87.93448762918435,31.17326974186714,28.310999671431386,-1.3170432942317036,0.28477823546249914,-0.03243210233471912,-0.0,0.0,1.0,1.2852384843168674,32.7493973179814,278
0,87.36084197178769,33.53446794128986,27.966327935903912,-0.8297747606866294,-1.1707732340647605,-0.5693523291724037,-0.0,-0.0,1.0,0.9061633179384424,32.170576842126934,277
0,87.56296744193453,34.17216972893817,28.12601480412209,-1.0620458633097998,0.7380011001983945,-0.1458735607601127,-0.0,0.0,1.0,1.1627569683460106,32.39531044144323,278
0,87.45291519733733,36.79806680134781,27.502161363655183,-1.3480183738354943,-0.476000200470277,1.1074381813448633,-0.0,-0.0,1.0,0.36944538635413143,32.438040836248874,275
0,86.91646621606073,37.07081775376134,27.954432657733285,-1.424421597315093,-0.5643663224304285,-0.2315738728913717,-0.0,-0.0,1.0,1.2671689629221894,31.89888268210324,275
0,86.56053954199703,39.24211145241929,28.2043607620575,-0.08406484067425257,0.22625052985651986,-0.41710140428543535,-0.33799455499452596,0.9096721833144668,0.24136321115270126,0.4729775824167033,31.430033403555342,276
0,85.98760249734406,42.98590414118787,27.832813938712622,-0.841013705327091,-0.7006173734953187,0.01978672076587198,-0.0,-0.0,1.0,1.3042190375858105,30.80600538948831,277
0,83.78638704943182,49.18089454850487,27.77905931158478,-2.1841623304676028,-0.29854711376452886,0.7794800926834495,-0.0,-0.0,1.0,1.2976516947199175,28.588323337809847,277
0,81.4885794409675,54.87341128190578,27.0708503345068,-1.2404636054836526,-0.3581468960693554,0.2804078210559091,-0.0,-0.0,1.0,1.1057201466401787,26.479881467010305,308
0,80.01286344776932,55.10991679869706,27.228353702623647,-2.162935036093903,-1.0818444980281965,0.10314634058948742,-0.0,-0.0,1.0,1.2064211430429248,25.05131576403794,321
0,80.60373362197502,56.95911907679558,28.489029507775175,-0.8789223005636748,-0.35997972135597833,0.26949982776622494,-0.2895606490387967,-0.11859519514955208,0.9497840861036104,1.3756192164865868,25.904568802190134,427
0,77.50136724173879,61.0546893258566,27.418766873791775,-0.49529663241401595,-1.0785272240134542,-0.12186100997752171,-0.0,-0.0,1.0,1.1770797421185013,23.91113649898751,460
0,77.15546365692053,62.866310563118034,26.53142548995314,-0.016558350087389706,-1.1510519791958105,0.5534432040721053,-0.0,-0.0,1.0,0.8776699305160903,24.185627341627942,468
0,75.54542531944035,64.42490018872189,27.590250047124304,-1.3046867685879717,-0.7404683413297533,-0.3076849815583097,-0.0,-0.0,1.0,1.329507368880649,23.516086665969596,471
0,72.9027450911728,68.15302655412091,27.826141187899836,-1.2057484158564609,-1.0006375896769129,0.27160204864091003,-0.0,-0.0,1.0,1.3515892120451487,23.115304933745122,474
0,71.2544945702413,70.16745410035965,28.125834093518403,-0.7678062438365665,-0.4369303722366356,0.1838786153322749,-0.4072540023168189,-0.23175331570372537,0.8834220838632357,1.374599634775805,23.114985439262963,478
0,69.16228250742027,70.769911568851,27.694568939741075,-0.9077213783734828,-0.7812889007704974,0.6868950345701194,-0.0,-0.0,1.0,1.3037102222669563,22.04251562829573,473
0,68.55741571964943,70.59998693516127,28.03035729578458,-0.4036547940002364,-0.7301089693893295,0.005992369694298484,-0.26677558696000564,-0.4825292595273601,0.8342639270051906,1.4729579999085198,21.516884722583452,471
0,65.5395224107915,72.96385334963404,28.742840439363324,-0.2207499228535405,-0.48388926164449386,0.7853302271894448,-0.35147630841967054,-0.7704447148530408,0.5318640295928063,0.009207706307973842,21.631837495309508,472
0,61.308771139997184,75.86672896315547,27.191525013589885,-0.4369929088500133,-0.8366799740646685,0.6047218272387939,-0.15284714269083136,-0.2926458091024,0.943925940625667,1.5396013886297293,22.42445380463021,458
0,59.69857795182247,77.16854455717107,27.89676985946455,-0.6698750077336307,-1.0898549779929931,-0.007935525908462323,-0.0,-0.0,1.0,1.3605601104900027,23.23304300422814,455
0,60.252625514364105,77.95325969214646,27.83389703858518,-0.45299206925526486,-0.7712767963730311,-0.6120800315228642,-0.22644669179328292,-0.3855543857152518,0.8944661600259748,1.3630740331442819,24.128021011319007,457
0,58.12037191830644,79.53641790568925,28.107363490724754,-0.7416276577536525,-0.06566959440650333,0.18633020619449564,-0.6649877292837045,-0.058883287335365624,0.7445294341895982,1.2486238532000482,25.165918552209895,442
0,57.13298799780583,79.17556420790955,28.146194368667913,-0.7659598219714183,-1.262155168537063,-0.6501433546972373,-0.0,-0.0,1.0,1.2859861996687507,24.60150750028732,426
0,52.14096322870144,82.98963643712666,27.621123788899116,-0.17167254274678548,-0.3336956990447947,-0.36512223345010286,-0.4240363281088118,-0.8242383823566184,0.375265614590707,0.7831582317342494,27.81662523919898,279
